customer_id,recency,frequency,monetary,avg_order,first_order,last_order,n_products,n_categories,segment,region,tenure_days,avg_days_between_orders,category_diversity,churned,churn_probability,churn_risk,cluster,segment_name
AH-10195,56,4,1587.452,198.4315,2016-03-05,2018-11-05,8,2,Corporate,South,975,325.0,0.6666666666666666,0,0.13938813833496946,Low risk,2,At Risk
AH-10210,7,9,4805.344,369.64184615384613,2015-11-29,2018-12-24,13,2,Consumer,West,1121,140.125,0.6666666666666666,0,0.04079870897889695,Low risk,0,Champions
AH-10465,231,5,2495.3916,311.92395,2016-01-03,2018-05-14,8,3,Consumer,East,862,215.5,1.0,1,0.9158615236939903,High risk,2,At Risk
AH-10585,22,4,738.504,147.70080000000002,2015-10-26,2018-12-09,5,3,Consumer,Central,1140,380.0,1.0,0,0.05193565729241103,Low risk,2,At Risk
AH-10690,411,12,7888.294,342.9693043478261,2015-04-02,2017-11-15,23,3,Corporate,East,958,87.0909090909091,1.0,1,0.9239635788623036,High risk,3,Lost
AI-10855,14,10,4375.786,243.09922222222224,2015-04-28,2018-12-17,18,3,Consumer,East,1329,147.66666666666666,1.0,0,0.007355699323990661,Low risk,0,Champions
AJ-10780,76,7,4867.344,324.4896,2015-01-10,2018-10-16,15,3,Corporate,South,1375,229.16666666666666,1.0,0,0.007306617193305018,Low risk,0,Champions
AJ-10795,167,7,4501.391,214.35195238095235,2015-05-14,2018-07-17,21,3,Corporate,South,1160,193.33333333333334,1.0,0,0.0911180795210443,Low risk,0,Champions
AJ-10945,122,6,1829.896,203.32177777777778,2015-03-03,2018-08-31,9,3,Consumer,South,1277,255.4,1.0,0,0.008707666448104128,Low risk,2,At Risk
AJ-10960,75,3,629.2479999999999,125.84959999999998,2015-09-14,2018-10-17,5,1,Consumer,East,1129,564.5,0.3333333333333333,0,0.09872588380203137,Low risk,2,At Risk
AM-10360,29,5,814.012,67.83433333333333,2015-10-06,2018-12-02,12,3,Corporate,Central,1153,288.25,1.0,0,0.08002479682549994,Low risk,2,At Risk
AM-10705,163,8,5664.022,257.4555454545455,2015-10-31,2018-07-21,22,3,Consumer,South,994,142.0,1.0,0,0.07813725676738872,Low risk,0,Champions
AO-10810,502,1,161.28,161.28,2017-08-16,2017-08-16,1,1,Corporate,West,0,0.0,0.3333333333333333,1,0.9752763122913553,High risk,1,Loyal Customers
AP-10720,42,6,545.932,54.5932,2015-03-03,2018-11-19,10,3,Home Office,East,1357,271.4,1.0,0,0.02858963414250642,Low risk,2,At Risk
AP-10915,99,10,3323.556,107.21148387096774,2015-08-23,2018-09-23,30,3,Consumer,South,1127,125.22222222222223,1.0,0,0.03300053845699523,Low risk,0,Champions
AR-10345,112,4,1055.694,211.1388,2015-12-30,2018-09-10,5,3,Corporate,East,985,328.3333333333333,1.0,0,0.13650582844410253,Low risk,2,At Risk
AR-10405,126,5,2236.128,319.44685714285714,2015-10-03,2018-08-27,7,3,Corporate,East,1059,264.75,1.0,0,0.05908728577838082,Low risk,2,At Risk
AR-10510,15,5,264.86400000000003,37.83771428571429,2015-05-02,2018-12-16,7,2,Consumer,East,1324,331.0,0.6666666666666666,0,0.05242083630158913,Low risk,2,At Risk
AR-10540,7,6,6608.448,734.272,2015-11-25,2018-12-24,9,3,Consumer,East,1125,225.0,1.0,0,0.03331897231032214,Low risk,3,Lost
AR-10570,535,1,88.15,44.075,2017-07-14,2017-07-14,2,2,Consumer,South,0,0.0,0.6666666666666666,1,0.9827102238051136,High risk,1,Loyal Customers
AR-10825,59,8,4523.336,347.9489230769231,2015-06-30,2018-11-02,13,3,Corporate,West,1221,174.42857142857142,1.0,0,0.024878204287724078,Low risk,0,Champions
AS-10045,89,7,3050.692,305.0692,2015-07-27,2018-10-03,10,3,Corporate,South,1164,194.0,1.0,0,0.018751857865711957,Low risk,0,Champions
AS-10090,29,9,3255.31,130.2124,2015-09-22,2018-12-02,24,3,Consumer,South,1167,145.875,1.0,0,0.024662870999314298,Low risk,0,Champions
AS-10135,42,2,58.82,19.606666666666666,2017-11-13,2018-11-19,3,2,Home Office,East,371,371.0,0.6666666666666666,0,0.16797591105430557,Low risk,2,At Risk
AS-10225,23,5,4260.784,327.75261538461535,2015-10-18,2018-12-08,13,3,Corporate,East,1147,286.75,1.0,0,0.059831960896030996,Low risk,2,At Risk
AS-10240,193,5,503.968,50.3968,2015-03-15,2018-06-21,10,2,Consumer,South,1194,298.5,0.6666666666666666,1,0.8642304244649017,High risk,2,At Risk
AS-10285,20,6,3214.236,401.7795,2017-05-21,2018-12-11,8,3,Corporate,West,569,113.8,1.0,0,0.10298834273069614,Low risk,2,At Risk
AS-10630,93,7,833.398,69.44983333333333,2015-08-01,2018-09-29,10,3,Home Office,Central,1155,192.5,1.0,0,0.02084972600214343,Low risk,2,At Risk
AT-10435,22,5,1166.0720000000001,145.75900000000001,2015-12-27,2018-12-09,8,3,Home Office,West,1078,269.5,1.0,0,0.04289009070995294,Low risk,2,At Risk
AT-10735,14,10,3831.864,239.4915,2015-08-30,2018-12-17,16,3,Consumer,West,1205,133.88888888888889,1.0,0,0.020595516186281686,Low risk,0,Champions
AW-10840,21,4,649.376,81.172,2016-04-13,2018-12-10,8,3,Consumer,Central,971,323.6666666666667,1.0,0,0.16697643104205506,Low risk,2,At Risk
AW-10930,47,7,2852.968,178.3105,2015-07-14,2018-11-14,16,3,Home Office,Central,1219,203.16666666666666,1.0,0,0.010990903339979216,Low risk,0,Champions
AY-10555,15,4,497.014,49.7014,2015-04-06,2018-12-16,10,3,Corporate,West,1350,450.0,1.0,0,0.048143145146383855,Low risk,2,At Risk
AZ-10750,161,6,1622.0179999999998,135.16816666666665,2015-03-17,2018-07-23,12,3,Consumer,East,1224,244.8,1.0,0,0.05723666223524334,Low risk,2,At Risk
BB-10990,106,5,744.3399999999999,93.04249999999999,2015-07-27,2018-09-16,8,2,Corporate,West,1147,286.75,0.6666666666666666,0,0.05751410842568687,Low risk,2,At Risk
BB-11545,29,9,6765.728,338.2864,2016-06-05,2018-12-02,20,3,Corporate,Central,910,113.75,1.0,0,0.11595491974090537,Low risk,3,Lost
BC-11125,203,9,2933.676,162.982,2015-07-06,2018-06-11,18,3,Home Office,West,1071,133.875,1.0,1,0.8833580974614683,High risk,0,Champions
BD-11320,34,12,5718.521,300.9747894736842,2016-05-31,2018-11-27,19,3,Consumer,West,910,82.72727272727273,1.0,0,0.12050671449294828,Low risk,0,Champions
BD-11500,36,6,4411.2429999999995,441.12429999999995,2015-02-01,2018-11-25,10,3,Consumer,Central,1393,278.6,1.0,0,0.016146287500551942,Low risk,0,Champions
BD-11560,279,2,320.54,80.135,2016-05-30,2018-03-27,4,2,Home Office,West,666,666.0,0.6666666666666666,1,0.9401795992093365,High risk,2,At Risk
BD-11605,98,6,2783.189,185.54593333333332,2015-01-13,2018-09-24,15,3,Consumer,East,1350,270.0,1.0,0,0.010749044742637867,Low risk,2,At Risk
BD-11620,70,6,1538.11,192.26375,2015-06-30,2018-10-22,8,3,Consumer,West,1210,242.0,1.0,0,0.018517503748608152,Low risk,2,At Risk
BD-11635,10,3,582.646,116.52919999999999,2015-10-05,2018-12-21,5,3,Consumer,South,1173,586.5,1.0,0,0.06485474975702112,Low risk,2,At Risk
BD-11725,94,6,1526.5,152.65,2016-07-03,2018-09-28,10,2,Consumer,South,817,163.4,0.6666666666666666,0,0.09059053125432907,Low risk,2,At Risk
BD-11770,328,6,658.466,65.8466,2017-03-10,2018-02-06,10,3,Consumer,Central,333,66.6,1.0,1,0.9196666962785828,High risk,2,At Risk
BE-11335,120,5,4204.676,467.1862222222223,2017-01-15,2018-09-02,9,3,Home Office,Central,595,148.75,1.0,0,0.13640165901734597,Low risk,2,At Risk
BE-11410,99,5,2261.438,452.2876,2017-02-07,2018-09-23,5,2,Consumer,East,593,148.25,0.6666666666666666,0,0.15208973120196642,Low risk,2,At Risk
BE-11455,482,5,748.026,74.8026,2016-08-02,2017-09-05,10,3,Home Office,Central,399,99.75,1.0,1,0.9545595260460636,High risk,1,Loyal Customers
BF-10975,92,7,599.798,46.13830769230769,2015-07-14,2018-09-30,13,2,Corporate,South,1174,195.66666666666666,0.6666666666666666,0,0.05014950210897504,Low risk,2,At Risk
BF-11005,40,4,1333.88,133.388,2015-09-25,2018-11-21,10,3,Home Office,West,1153,384.3333333333333,1.0,0,0.04713787192934693,Low risk,2,At Risk
BF-11020,75,8,2888.506,137.54790476190476,2015-02-15,2018-10-17,21,3,Corporate,Central,1340,191.42857142857142,1.0,0,0.010033599334047696,Low risk,0,Champions
BF-11080,26,3,272.95,45.49166666666667,2015-11-28,2018-12-05,6,1,Consumer,East,1103,551.5,0.3333333333333333,0,0.1405798528857111,Low risk,2,At Risk
BF-11170,17,11,5907.972,218.81377777777777,2015-04-13,2018-12-14,27,3,Home Office,West,1341,134.1,1.0,0,0.01280519361475404,Low risk,0,Champions
BF-11215,66,4,1585.162,198.14525,2015-11-09,2018-10-26,8,3,Home Office,West,1082,360.6666666666667,1.0,0,0.0711149509023019,Low risk,2,At Risk
BF-11275,58,3,791.9899999999999,197.99749999999997,2015-03-22,2018-11-03,4,3,Corporate,West,1322,661.0,1.0,0,0.053637226645296444,Low risk,2,At Risk
BG-11035,29,8,2798.948,233.24566666666666,2015-11-05,2018-12-02,12,3,Consumer,South,1123,160.42857142857142,1.0,0,0.024375378616443254,Low risk,0,Champions
BG-11695,37,6,1874.172,234.2715,2015-05-11,2018-11-24,8,3,Corporate,East,1293,258.6,1.0,0,0.0060695120497350555,Low risk,2,At Risk
BG-11740,58,6,1006.356,143.76514285714285,2015-03-23,2018-11-03,7,3,Consumer,East,1321,264.2,1.0,0,0.008410213820271295,Low risk,2,At Risk
BH-11710,24,8,6255.351,260.63962499999997,2015-06-09,2018-12-07,24,3,Consumer,West,1277,182.42857142857142,1.0,0,0.017381272560488846,Low risk,0,Champions
BK-11260,78,6,659.1379999999999,41.196124999999995,2015-08-03,2018-10-14,16,3,Consumer,East,1168,233.6,1.0,0,0.06181125986415853,Low risk,2,At Risk
BM-11140,308,4,11789.63,736.851875,2015-09-08,2018-02-26,16,3,Consumer,Central,902,300.6666666666667,1.0,1,0.9018337059264016,High risk,3,Lost
BM-11575,101,6,808.162,80.81620000000001,2016-09-15,2018-09-21,9,3,Corporate,East,736,147.2,1.0,0,0.11257147626274369,Low risk,2,At Risk
BM-11650,34,11,7294.185,251.5236206896552,2015-07-09,2018-11-27,28,3,Corporate,East,1237,123.7,1.0,0,0.012210122572286533,Low risk,3,Lost
BM-11785,219,10,1338.842,95.63157142857143,2015-06-06,2018-05-26,14,3,Consumer,East,1085,120.55555555555556,1.0,1,0.8792060028450347,High risk,0,Champions
BN-11470,25,4,265.296,44.216,2015-09-12,2018-12-06,6,2,Corporate,South,1181,393.6666666666667,0.6666666666666666,0,0.07955552314813613,Low risk,2,At Risk
BN-11515,10,5,1459.344,85.84376470588235,2015-03-17,2018-12-21,17,2,Consumer,West,1375,343.75,0.6666666666666666,0,0.0344976566421845,Low risk,2,At Risk
BO-11350,138,5,2682.728,223.56066666666666,2017-01-03,2018-08-15,12,3,Corporate,West,589,147.25,1.0,0,0.1397682973380266,Low risk,2,At Risk
BO-11425,76,2,130.83,65.415,2016-09-10,2018-10-16,2,1,Consumer,South,766,766.0,0.3333333333333333,0,0.13925786024511222,Low risk,2,At Risk
BP-11050,84,5,983.42,140.48857142857142,2015-10-12,2018-10-08,7,2,Corporate,East,1092,273.0,0.6666666666666666,0,0.0741818140636545,Low risk,2,At Risk
BP-11095,18,12,2442.044,122.1022,2015-06-07,2018-12-13,19,3,Corporate,Central,1285,116.81818181818181,1.0,0,0.02084201771389592,Low risk,0,Champions
BP-11155,90,6,1697.8609999999999,154.351,2016-06-04,2018-10-02,11,3,Consumer,South,850,170.0,1.0,0,0.10709631253301934,Low risk,2,At Risk
BP-11185,2,9,3675.861,204.2145,2016-03-24,2018-12-29,18,3,Corporate,West,1010,126.25,1.0,0,0.059890107208120255,Low risk,0,Champions
BP-11230,40,5,1181.49,196.915,2015-04-20,2018-11-21,6,3,Consumer,West,1311,327.75,1.0,0,0.01903482604839926,Low risk,2,At Risk
BP-11290,13,7,2475.157,154.6973125,2015-10-03,2018-12-18,16,2,Consumer,Central,1172,195.33333333333334,0.6666666666666666,0,0.01776745849073497,Low risk,0,Champions
BS-11365,559,5,10501.653,1166.8503333333333,2015-05-04,2017-06-20,9,3,Corporate,East,778,194.5,1.0,1,0.906153958644252,High risk,3,Lost
BS-11380,29,5,3887.834,299.06415384615383,2015-11-29,2018-12-02,13,3,Corporate,Central,1099,274.75,1.0,0,0.07849232016270472,Low risk,2,At Risk
BS-11590,36,6,2454.928,245.4928,2015-01-14,2018-11-25,10,3,Corporate,West,1411,282.2,1.0,0,0.011446803424830058,Low risk,2,At Risk
BS-11665,583,3,3288.1099999999997,298.91909090909087,2015-06-23,2017-05-27,11,3,Consumer,East,704,352.0,1.0,1,0.9039069141743277,High risk,1,Loyal Customers
BS-11755,2,7,2562.382,183.0272857142857,2015-05-18,2018-12-29,14,3,Consumer,West,1321,220.16666666666666,1.0,0,0.004351326786181723,Low risk,0,Champions
BS-11800,266,2,949.4300000000001,118.67875000000001,2016-09-26,2018-04-09,8,1,Home Office,East,560,560.0,0.3333333333333333,1,0.9569131076206184,High risk,2,At Risk
BT-11305,337,5,2567.656,285.2951111111111,2015-04-25,2018-01-28,9,3,Home Office,West,1009,252.25,1.0,1,0.9056315473204398,High risk,2,At Risk
BT-11395,303,6,2186.6130000000003,218.66130000000004,2015-10-28,2018-03-03,10,3,Corporate,Central,857,171.4,1.0,1,0.9359329046325563,High risk,2,At Risk
BT-11440,561,4,603.876,86.268,2015-06-04,2017-06-18,7,2,Consumer,West,745,248.33333333333334,0.6666666666666666,1,0.970710506879534,High risk,1,Loyal Customers
BT-11485,660,2,415.19599999999997,138.39866666666666,2016-12-27,2017-03-11,3,2,Home Office,East,74,74.0,0.6666666666666666,1,0.9854875325158495,High risk,1,Loyal Customers
BT-11530,92,5,2684.4919999999997,268.44919999999996,2015-05-21,2018-09-30,10,3,Home Office,West,1228,307.0,1.0,0,0.04233135330413661,Low risk,2,At Risk
BT-11680,21,7,3196.752,159.8376,2015-11-28,2018-12-10,20,3,Consumer,East,1108,184.66666666666666,1.0,0,0.01703706798173825,Low risk,0,Champions
BV-11245,335,5,1523.2730000000001,108.8052142857143,2016-03-26,2018-01-30,14,3,Corporate,Central,675,168.75,1.0,1,0.9636825722065018,High risk,2,At Risk
BW-11065,213,3,385.516,128.50533333333334,2015-05-25,2018-06-01,3,2,Consumer,South,1103,551.5,0.6666666666666666,1,0.8636971807715578,High risk,2,At Risk
BW-11110,122,8,4750.358,279.4328235294118,2016-03-20,2018-08-31,17,3,Corporate,Central,894,127.71428571428571,1.0,0,0.07463623520690989,Low risk,0,Champions
BW-11200,204,6,1738.406,173.8406,2015-08-12,2018-06-10,10,3,Consumer,South,1033,206.6,1.0,1,0.8762769279185693,High risk,2,At Risk
CA-11965,97,6,3789.7228,378.97228,2015-01-26,2018-09-25,10,3,Corporate,South,1338,267.6,1.0,0,0.007300116292689934,Low risk,2,At Risk
CA-12055,402,5,1679.7240000000002,167.97240000000002,2016-09-05,2017-11-24,10,3,Home Office,Central,445,111.25,1.0,1,0.9412434848248991,High risk,1,Loyal Customers
CA-12265,57,8,2638.3272,164.89545,2015-03-25,2018-11-04,16,3,Consumer,Central,1320,188.57142857142858,1.0,0,0.008126683909948534,Low risk,0,Champions
CA-12310,14,4,1421.954,129.26854545454546,2015-07-19,2018-12-17,11,3,Corporate,East,1247,415.6666666666667,1.0,0,0.03032637601435568,Low risk,2,At Risk
CA-12775,121,7,3041.566,178.9156470588235,2015-06-28,2018-09-01,17,3,Consumer,South,1161,193.5,1.0,0,0.011553276684550333,Low risk,0,Champions
CB-12025,48,9,5730.669,260.4849545454545,2015-03-21,2018-11-13,21,3,Consumer,East,1333,166.625,1.0,0,0.013930026738197937,Low risk,0,Champions
CB-12415,27,8,1949.2,162.43333333333334,2016-11-05,2018-12-04,12,3,Consumer,East,759,108.42857142857143,1.0,0,0.07112484519628073,Low risk,0,Champions
CB-12535,198,8,4246.4555,223.49765789473685,2016-01-02,2018-06-16,19,3,Corporate,South,896,128.0,1.0,1,0.9019649735293007,High risk,0,Champions
CC-12100,458,5,1685.889,140.49075,2015-12-16,2017-09-29,12,3,Home Office,Central,653,163.25,1.0,1,0.963602571689039,High risk,1,Loyal Customers
CC-12145,107,7,2471.65,224.69545454545457,2015-07-20,2018-09-15,11,3,Consumer,West,1153,192.16666666666666,1.0,0,0.014421535619345427,Low risk,0,Champions
CC-12220,21,11,3670.258,174.77419047619046,2015-09-09,2018-12-10,21,3,Consumer,Central,1188,118.8,1.0,0,0.037185703142513835,Low risk,0,Champions
CC-12370,44,5,12129.072000000002,1102.6429090909094,2017-05-23,2018-11-17,11,3,Consumer,South,543,135.75,1.0,0,0.1447892713054271,Low risk,3,Lost
CC-12430,1,10,2870.05,151.05526315789476,2016-09-06,2018-12-30,18,3,Home Office,Central,845,93.88888888888889,1.0,0,0.09212870420935122,Low risk,0,Champions
CC-12475,40,9,1659.438,127.64907692307693,2015-05-16,2018-11-21,13,3,Consumer,East,1285,160.625,1.0,0,0.009592808238375935,Low risk,0,Champions
CC-12550,28,3,113.832,28.458,2018-06-15,2018-12-03,4,2,Consumer,West,171,85.5,0.6666666666666666,0,0.25792753506563826,Low risk,2,At Risk
CC-12610,35,7,2540.631,211.71925,2015-08-27,2018-11-26,12,3,Corporate,East,1187,197.83333333333334,1.0,0,0.01876889354201489,Low risk,0,Champions
CC-12670,30,7,2269.7015,162.12153571428573,2015-12-23,2018-12-01,14,3,Consumer,East,1074,179.0,1.0,0,0.028754495286271754,Low risk,0,Champions
CC-12685,799,4,2854.1150000000002,237.8429166666667,2015-03-22,2016-10-23,12,2,Consumer,South,581,193.66666666666666,0.6666666666666666,1,0.9400163128556674,High risk,1,Loyal Customers
CD-11920,41,5,2033.968,225.99644444444445,2015-03-24,2018-11-20,9,3,Consumer,West,1337,334.25,1.0,0,0.018131953255758174,Low risk,2,At Risk
CD-11980,55,3,639.766,106.62766666666666,2017-11-24,2018-11-06,6,3,Consumer,Central,347,173.5,1.0,0,0.18992095854879387,Low risk,2,At Risk
CD-12280,43,2,1205.584,92.73723076923078,2018-11-05,2018-11-18,13,3,Consumer,West,13,13.0,1.0,0,0.17470355118433825,Low risk,2,At Risk
CD-12790,400,5,1860.732,124.0488,2015-02-02,2017-11-26,15,3,Home Office,West,1028,257.0,1.0,1,0.91834906474847,High risk,1,Loyal Customers
CG-12040,50,6,904.4680000000001,100.49644444444445,2016-06-01,2018-11-11,9,2,Home Office,East,893,178.6,0.6666666666666666,0,0.10062676116556867,Low risk,2,At Risk
CG-12520,339,3,1148.7800000000002,229.75600000000003,2016-10-15,2018-01-26,5,2,Consumer,South,468,234.0,0.6666666666666666,1,0.9642755244785175,High risk,1,Loyal Customers
CH-12070,691,3,1537.236,384.309,2016-06-25,2017-02-08,4,2,Home Office,South,228,114.0,0.6666666666666666,1,0.9395963423978896,High risk,1,Loyal Customers
CJ-11875,366,1,16.52,16.52,2017-12-30,2017-12-30,1,1,Corporate,East,0,0.0,0.3333333333333333,1,0.974077368205831,High risk,1,Loyal Customers
CJ-12010,190,8,11164.974,558.2487,2017-03-10,2018-06-24,20,3,Consumer,West,471,67.28571428571429,1.0,1,0.8874215252472226,High risk,3,Lost
CK-12205,40,13,3154.855,98.58921875,2015-03-11,2018-11-21,32,3,Consumer,East,1351,112.58333333333333,1.0,0,0.01640579005550523,Low risk,0,Champions
CK-12325,121,5,2945.321,245.44341666666665,2015-03-14,2018-09-01,12,3,Home Office,West,1267,316.75,1.0,0,0.027621706253716783,Low risk,2,At Risk
CK-12595,44,11,2372.75,94.91,2015-12-26,2018-11-17,24,3,Consumer,East,1057,105.7,1.0,0,0.07420197331555833,Low risk,0,Champions
CK-12760,83,9,1582.109,113.0077857142857,2015-02-07,2018-10-09,14,3,Corporate,East,1340,167.5,1.0,0,0.008362283480626193,Low risk,0,Champions
CL-11890,107,4,1262.0140000000001,180.28771428571432,2015-07-26,2018-09-15,7,3,Consumer,East,1147,382.3333333333333,1.0,0,0.043575274163093744,Low risk,2,At Risk
CL-12565,285,12,10880.546,388.5909285714286,2015-03-04,2018-03-21,28,3,Consumer,Central,1113,101.18181818181819,1.0,1,0.7711143022892508,High risk,3,Lost
CL-12700,261,4,2335.586,333.65514285714283,2017-04-24,2018-04-14,7,3,Home Office,Central,355,118.33333333333333,1.0,1,0.9360610116192457,High risk,2,At Risk
CM-11815,132,6,1673.888,167.3888,2015-11-14,2018-08-21,10,3,Corporate,Central,1011,202.2,1.0,0,0.10363142358948474,Low risk,2,At Risk
CM-11935,708,2,565.392,141.348,2016-09-24,2017-01-22,4,3,Consumer,South,120,120.0,1.0,1,0.9667867741639765,High risk,1,Loyal Customers
CM-12115,9,4,1661.6100000000001,237.37285714285716,2016-03-29,2018-12-22,7,3,Consumer,East,998,332.6666666666667,1.0,0,0.12460230162064788,Low risk,2,At Risk
CM-12160,27,6,2533.314,361.902,2017-10-21,2018-12-04,7,3,Consumer,Central,409,81.8,1.0,0,0.13784246491214186,Low risk,2,At Risk
CM-12190,9,6,1475.144,210.73485714285715,2016-09-18,2018-12-22,7,3,Consumer,East,825,165.0,1.0,0,0.09982315831963273,Low risk,2,At Risk
CM-12235,386,5,2305.712,288.214,2017-05-01,2017-12-10,8,3,Consumer,Central,223,55.75,1.0,1,0.9035532327239271,High risk,1,Loyal Customers
CM-12385,38,4,8954.019999999999,895.4019999999998,2016-03-16,2018-11-23,10,3,Consumer,South,982,327.3333333333333,1.0,0,0.11723828803439158,Low risk,3,Lost
CM-12445,437,3,287.99,31.99888888888889,2015-06-09,2017-10-20,9,2,Consumer,West,864,432.0,0.6666666666666666,1,0.9488577905655012,High risk,1,Loyal Customers
CM-12655,28,5,5890.508,736.3135,2016-11-03,2018-12-03,8,3,Home Office,West,760,190.0,1.0,0,0.1034661725325155,Low risk,2,At Risk
CM-12715,1035,4,3984.4524,306.49633846153847,2015-03-07,2016-03-01,13,3,Corporate,Central,360,120.0,1.0,1,0.8984635311318169,High risk,1,Loyal Customers
CP-12085,83,8,5402.254,385.8752857142857,2015-12-04,2018-10-09,14,3,Corporate,East,1040,148.57142857142858,1.0,0,0.05602967457358541,Low risk,0,Champions
CP-12340,161,7,5817.187,415.51335714285716,2015-03-17,2018-07-23,14,3,Corporate,East,1224,204.0,1.0,0,0.09740264660283385,Low risk,0,Champions
